SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
OC(=O)Cc1ccc(c(c1)O)OC(=O)c1ncc(o1)C;17/000000489;InChI=1S/C13H11NO6/c1-7-6-14-12(19-7)13(18)20-10-3-2-8(4-9(10)15)5-11(16)17/h2-4,6,15H,5H2,1H3,(H,16,17);C13H11NO6;277;0.62;4.00;-2.14;2.22;-20
Oc1c(OC(=O)C(=O)O)ccc(c1)CCN;17/000000907;InChI=1S/C10H11NO5/c11-4-3-6-1-2-8(7(12)5-6)16-10(15)9(13)14/h1-2,5,12H,3-4,11H2,(H,13,14);C10H10NO5;224;-0.37;4.34;-3.64;3.58;-20
OC(=O)CCCCc1c(O)cc(c(c1)c1nncs1)S;17/000001670;InChI=1S/C13H14N2O3S2/c16-10-6-11(19)9(13-15-14-7-20-13)5-8(10)3-1-2-4-12(17)18/h5-7,16,19H,1-4H2,(H,17,18);C13H14N2O3S2;310;3.50;4.14;-3.33;22.60;-180
OC(=O)[C@H](C(=O)Oc1ccccc1O)O;17/000000721;InChI=1S/C9H8O6/c10-5-3-1-2-4-6(5)15-9(14)7(11)8(12)13/h1-4,7,10-11H,(H,12,13)/t7-/m1/s1;C9H8O6;212;-0.39;4.99;0.79;2.22;-150
Oc1ccc(cc1OC(=O)c1nnc[nH]1)C[NH3+];17/000000131;InChI=1S/C10H10N4O3/c11-4-6-1-2-7(15)8(3-6)17-10(16)9-12-5-13-14-9/h1-3,5,15H,4,11H2,(H,12,13,14)/p+1;C10H11N4O3;235;1.28;4.26;-2.68;2.22;0
O[C@@H](C(=O)NCC1=NCCO1)C(=C)c1ccccc1;17/000001671;InChI=1S/C14H16N2O3/c1-10(11-5-3-2-4-6-11)13(17)14(18)16-9-12-15-7-8-19-12/h2-6,13,17H,1,7-9H2,(H,16,18)/t13-/m1/s1;C14H16N2O3;260;0.38;4.11;-2.76;3.58;-150
Oc1c(OC(=O)c2nnc[nH]2)cccc1c1ncncn1;17/000000180;InChI=1S/C12H8N6O3/c19-9-7(10-14-4-13-5-15-10)2-1-3-8(9)21-12(20)11-16-6-17-18-11/h1-6,19H,(H,16,17,18);C12H8N6O3;284;1.06;4.47;-0.93;20.30;-160
OCCC(=O)CC(=O)Oc1ccc(c(c1O)C1=NNC(=O)C1)Cl;17/000000390;InChI=1S/C14H13ClN2O6/c15-8-1-2-10(23-12(21)5-7(19)3-4-18)14(22)13(8)9-6-11(20)17-16-9/h1-2,18,22H,3-6H2,(H,17,20);C14H13N2O6Cl;340;0.29;4.92;-2.30;23.90;-120
OC(=S)Nc1ccc(c(c1)O)OC(=O)c1nnn[nH]1;17/000001352;InChI=1S/C9H7N5O4S/c15-5-3-4(10-9(17)19)1-2-6(5)18-8(16)7-11-13-14-12-7/h1-3,15H,(H2,10,17,19)(H,11,12,13,14);C9H7N5O4S;281;-0.06;4.13;-4.29;24.90;-20
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)CCCC;17/000000994;InChI=1S/C13H15N3O3/c1-2-3-4-9-5-6-11(10(17)7-9)19-13(18)12-14-8-15-16-12/h5-8,17H,2-4H2,1H3,(H,14,15,16);C13H15N3O3;261;3.35;4.57;-4.34;3.58;-60
Oc1c(OC(=O)c2nnc[nH]2)cccc1c1ncnc(n1)C=C;17/000000529;InChI=1S/C14H10N6O3/c1-2-10-15-6-16-12(19-10)8-4-3-5-9(11(8)21)23-14(22)13-17-7-18-20-13/h2-7,21H,1H2,(H,17,18,20);C14H10N6O3;310;1.67;4.25;-1.28;22.50;-180
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)CNC(=C)C;17/000000849;InChI=1S/C13H14N4O3/c1-8(2)14-6-9-3-4-11(10(18)5-9)20-13(19)12-15-7-16-17-12/h3-5,7,14,18H,1,6H2,2H3,(H,15,16,17);C13H14N4O3;274;2.64;4.22;-4.15;3.58;-80
Oc1c(OC(=O)c2nnc[nH]2)cccc1c1[nH]nc(c1Cl)CC;17/000001461;InChI=1S/C14H12ClN5O3/c1-2-8-10(15)11(19-18-8)7-4-3-5-9(12(7)21)23-14(22)13-16-6-17-20-13/h3-6,21H,2H2,1H3,(H,18,19)(H,16,17,20);C14H12N5O3Cl;333;3.82;5.25;-2.93;3.58;-160
Oc1c(OC(=O)c2occc2)cc(cc1)C[NH3+];17/000000276;InChI=1S/C12H11NO4/c13-7-8-3-4-9(14)11(6-8)17-12(15)10-2-1-5-16-10/h1-6,14H,7,13H2/p+1;C12H12NO4;234;0.94;4.48;-1.89;2.22;0
Oc1cc(/C=C\C)c(cc1OC(=O)c1nnc[nH]1)C[NH3+];17/000001242;InChI=1S/C13H14N4O3/c1-2-3-8-4-10(18)11(5-9(8)6-14)20-13(19)12-15-7-16-17-12/h2-5,7,18H,6,14H2,1H3,(H,15,16,17)/p+1/b3-2-;C13H15N4O3;275;2.11;4.88;-4.38;20.50;-60
OC(=O)[C@H](C(=O)Oc1ccccc1O)O;17/000000716;InChI=1S/C9H8O6/c10-5-3-1-2-4-6(5)15-9(14)7(11)8(12)13/h1-4,7,10-11H,(H,12,13)/t7-/m1/s1;C9H8O6;212;-0.39;5.04;0.42;2.22;-150
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)OC;17/000001249;InChI=1S/C9H8N4O4/c1-16-5-2-3-7(6(14)4-5)17-9(15)8-10-12-13-11-8/h2-4,14H,1H3,(H,10,11,12,13);C9H8N4O4;236;0.24;4.18;-2.06;2.22;-20
Sc1ccc(c(c1)O)OC(=O)c1nnc[nH]1;17/000001172;InChI=1S/C9H7N3O3S/c13-6-3-5(16)1-2-7(6)15-9(14)8-10-4-11-12-8/h1-4,13,16H,(H,10,11,12);C9H7N3O3S;237;2.54;4.37;-1.69;2.22;0
Oc1c(OC(=O)c2nnc[nH]2)cccc1;17/000000005;InChI=1S/C9H7N3O3/c13-6-3-1-2-4-7(6)15-9(14)8-10-5-11-12-8/h1-5,13H,(H,10,11,12);C9H7N3O3;205;2.16;4.00;-0.60;2.22;0
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)C(=O)O;17/000001362;InChI=1S/C9H6N4O5/c14-5-3-4(8(15)16)1-2-6(5)18-9(17)7-10-12-13-11-7/h1-3,14H,(H,15,16)(H,10,11,12,13);C9H6N4O5;250;-0.06;4.25;-2.84;2.22;-20
OCc1nnc([nH]1)C(=O)Oc1cccc(c1O)c1ncncn1;17/000000671;InChI=1S/C13H10N6O4/c20-4-9-17-12(19-18-9)13(22)23-8-3-1-2-7(10(8)21)11-15-5-14-6-16-11/h1-3,5-6,20-21H,4H2,(H,17,18,19);C13H10N6O4;314;0.26;4.59;0.04;22.10;-160
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)c1sccc1;17/000001296;InChI=1S/C12H8N4O3S/c17-8-6-7(10-2-1-5-20-10)3-4-9(8)19-12(18)11-13-15-16-14-11/h1-6,17H,(H,13,14,15,16);C12H8N4O3S;288;1.29;4.34;-4.29;3.58;-180
Oc1c(OC(=O)c2nnn[nH]2)cccc1;17/000000740;InChI=1S/C8H6N4O3/c13-5-3-1-2-4-6(5)15-8(14)7-9-11-12-10-7/h1-4,13H,(H,9,10,11,12);C8H6N4O3;206;0.32;4.12;-0.28;2.22;0
Oc1c(OC(=O)c2nnc[nH]2)cccc1c1ncnc(n1)C=C;17/000000526;InChI=1S/C14H10N6O3/c1-2-10-15-6-16-12(19-10)8-4-3-5-9(11(8)21)23-14(22)13-17-7-18-20-13/h2-7,21H,1H2,(H,17,18,20);C14H10N6O3;310;1.67;4.71;-1.76;22.50;-180
Oc1c(OC(=O)c2nnc[nH]2)cccc1c1[nH]nc(c1Cl)CC;17/000001468;InChI=1S/C14H12ClN5O3/c1-2-8-10(15)11(19-18-8)7-4-3-5-9(12(7)21)23-14(22)13-16-6-17-20-13/h3-6,21H,2H2,1H3,(H,18,19)(H,16,17,20);C14H12N5O3Cl;333;3.82;4.89;-1.72;3.58;-160
Oc1c(OC(=O)c2nc(oc2)CO)cccc1c1cc[nH]c1;17/000001198;InChI=1S/C15H12N2O5/c18-7-13-17-11(8-21-13)15(20)22-12-3-1-2-10(14(12)19)9-4-5-16-6-9/h1-6,8,16,18-19H,7H2;C15H12N2O5;300;1.13;5.09;0.98;3.58;-120
Oc1c(OC(=O)C(=O)O)cccc1[C@H](Cc1sccc1)N;17/000001409;InChI=1S/C14H13NO5S/c15-10(7-8-3-2-6-21-8)9-4-1-5-11(12(9)16)20-14(19)13(17)18/h1-6,10,16H,7,15H2,(H,17,18)/t10-/m0/s1;C14H12NO5S;306;0.51;4.38;-3.31;21.50;-190
Oc1cc(OC(=O)c2nnn[nH]2)c(c(c1)C(=O)[C@@H](CC)O)O;17/000001383;InChI=1S/C12H12N4O6/c1-2-7(18)9(19)6-3-5(17)4-8(10(6)20)22-12(21)11-13-15-16-14-11/h3-4,7,17-18,20H,2H2,1H3,(H,13,14,15,16)/t7-/m1/s1;C12H12N4O6;308;-0.40;4.97;-2.47;5.09;-190
Oc1c(OC(=O)c2nnc[nH]2)cc(cc1)C/C(=C\CC)/C=C;17/000000365;InChI=1S/C16H17N3O3/c1-3-5-11(4-2)8-12-6-7-13(20)14(9-12)22-16(21)15-17-10-18-19-15/h4-7,9-10,20H,2-3,8H2,1H3,(H,17,18,19)/b11-5-;C16H17N3O3;299;3.49;4.41;-6.51;3.58;-80
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)CCCCO;17/000000141;InChI=1S/C13H15N3O4/c17-6-2-1-3-9-4-5-11(10(18)7-9)20-13(19)12-14-8-15-16-12/h4-5,7-8,17-18H,1-3,6H2,(H,14,15,16);C13H15N3O4;277;2.22;4.11;-5.55;3.58;-60
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)CC#CC;17/000000217;InChI=1S/C13H11N3O3/c1-2-3-4-9-5-6-11(10(17)7-9)19-13(18)12-14-8-15-16-12/h5-8,17H,4H2,1H3,(H,14,15,16);C13H11N3O3;257;2.86;4.38;-4.84;3.58;-60
OC/C=C/c1cc(OC)cc(c1O)OC(=O)c1ncoc1;17/000001315;InChI=1S/C14H13NO6/c1-19-10-5-9(3-2-4-16)13(17)12(6-10)21-14(18)11-7-20-8-15-11/h2-3,5-8,16-17H,4H2,1H3/b3-2+;C14H13NO6;291;0.98;4.12;-4.00;5.09;-20
Oc1c(OC(=O)C(=O)O)ccc(c1C=S)C/C=C\C;17/000001103;InChI=1S/C13H12O5S/c1-2-3-4-8-5-6-10(11(14)9(8)7-19)18-13(17)12(15)16/h2-3,5-7,14H,4H2,1H3,(H,15,16)/b3-2-;C13H11O5S;279;1.27;4.71;-4.19;3.58;-40
Oc1c(OC(=O)c2nnn[nH]2)cccc1C(=O)[C@@H](C=C)O;17/000000884;InChI=1S/C12H10N4O5/c1-2-7(17)9(18)6-4-3-5-8(10(6)19)21-12(20)11-13-15-16-14-11/h2-5,7,17,19H,1H2,(H,13,14,15,16)/t7-/m1/s1;C12H10N4O5;290;-0.40;4.43;-2.21;5.09;-150
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)C[C@H](c1nnco1)F;17/000001044;InChI=1S/C13H10FN5O4/c14-8(12-19-17-6-22-12)3-7-1-2-10(9(20)4-7)23-13(21)11-15-5-16-18-11/h1-2,4-6,8,20H,3H2,(H,15,16,18)/t8-/m1/s1;C13H10N5O4F;319;3.15;4.68;-4.55;3.58;-190
Oc1c(OC(=O)c2nc(oc2)CN)ccc(c1)[C@H](C)O;17/000001533;InChI=1S/C13H14N2O5/c1-7(16)8-2-3-11(10(17)4-8)20-13(18)9-6-19-12(5-14)15-9/h2-4,6-7,16-17H,5,14H2,1H3/t7-/m0/s1;C13H14N2O5;278;0.12;5.10;-0.57;2.35;-170
O[C@@H](c1cccc(c1O)OC(=O)c1nnc[nH]1)C#C;17/000000571;InChI=1S/C12H9N3O4/c1-2-8(16)7-4-3-5-9(10(7)17)19-12(18)11-13-6-14-15-11/h1,3-6,8,16-17H,(H,13,14,15)/t8-/m1/s1;C12H9N3O4;259;1.48;4.17;-3.36;2.35;-170
OC(=O)Cc1ccc(c(c1C=C)O)OC(=O)c1ncc(o1)CCCC;17/000001513;InChI=1S/C18H19NO6/c1-3-5-6-12-10-19-17(24-12)18(23)25-14-8-7-11(9-15(20)21)13(4-2)16(14)22/h4,7-8,10,22H,2-3,5-6,9H2,1H3,(H,20,21);C18H19NO6;345;2.11;4.54;-0.88;6.45;-40
Oc1c(OC(=O)CCNN)ccc(c1)c1nocn1;17/000000081;InChI=1S/C11H12N4O4/c12-14-4-3-10(17)19-9-2-1-7(5-8(9)16)11-13-6-18-15-11/h1-2,5-6,14,16H,3-4,12H2;C11H12N4O4;264;0.36;5.17;-3.47;20.40;-160
Oc1c(OC(=O)C(=O)O)ccc(c1)CC(=O)CCNNC;17/000001049;InChI=1S/C13H16N2O6/c1-14-15-5-4-9(16)6-8-2-3-11(10(17)7-8)21-13(20)12(18)19/h2-3,7,14-15,17H,4-6H2,1H3,(H,18,19);C13H15N2O6;295;0.25;4.14;-4.62;3.58;-70
Oc1c(OC(=O)c2ncoc2)ccc(c1NC(=O)N)c1[nH]ncc1;17/000001399;InChI=1S/C14H11N5O5/c15-14(22)18-11-7(8-3-4-17-19-8)1-2-10(12(11)20)24-13(21)9-5-23-6-16-9/h1-6,20H,(H,17,19)(H3,15,18,22);C14H11N5O5;329;0.37;4.43;-5.03;5.09;-160
Oc1c(OC(=O)c2nnc([nH]2)CCC)ccc(c1)Cc1nnc[nH]1;17/000000415;InChI=1S/C15H16N6O3/c1-2-3-12-18-14(21-20-12)15(23)24-11-5-4-9(6-10(11)22)7-13-16-8-17-19-13/h4-6,8,22H,2-3,7H2,1H3,(H,16,17,19)(H,18,20,21);C15H16N6O3;328;3.80;4.90;-2.58;4.94;-80
Oc1cc(OC(=O)[C@H](CF)O)c(c(c1)N(=O)=O)O;17/000001157;InChI=1S/C9H8FNO7/c10-3-6(13)9(15)18-7-2-4(12)1-5(8(7)14)11(16)17/h1-2,6,12-14H,3H2/t6-/m0/s1;C9H8NO7F;261;0.58;5.06;-1.05;2.35;-150
Oc1c(OC(=O)c2nnn[nH]2)cccc1C(=O)NC;17/000000422;InChI=1S/C10H9N5O4/c1-11-9(17)5-3-2-4-6(7(5)16)19-10(18)8-12-14-15-13-8/h2-4,16H,1H3,(H,11,17)(H,12,13,14,15);C10H9N5O4;263;-0.27;4.43;-2.50;5.09;-20
Oc1c(OC(=O)C(=O)O)ccc(c1)CCN;17/000000912;InChI=1S/C10H11NO5/c11-4-3-6-1-2-8(7(12)5-6)16-10(15)9(13)14/h1-2,5,12H,3-4,11H2,(H,13,14);C10H10NO5;224;-0.37;4.29;-4.24;3.58;0
Oc1c(OC(=O)c2ncoc2)ccc(c1)[C@H](C)O;17/000001064;InChI=1S/C12H11NO5/c1-7(14)8-2-3-11(10(15)4-8)18-12(16)9-5-17-6-13-9/h2-7,14-15H,1H3/t7-/m0/s1;C12H11NO5;249;0.99;4.23;-2.40;2.35;-170
Oc1c(OC(=O)c2ncoc2)ccc(c1)NC(=O)/C=C/CCl;17/000001326;InChI=1S/C14H11ClN2O5/c15-5-1-2-13(19)17-9-3-4-12(11(18)6-9)22-14(20)10-7-21-8-16-10/h1-4,6-8,18H,5H2,(H,17,19)/b2-1+;C14H11N2O5Cl;322;1.37;4.10;-2.45;3.58;-20
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)n1cnoc1=O;17/000000574;InChI=1S/C11H7N5O5/c17-7-3-6(16-5-14-21-11(16)19)1-2-8(7)20-10(18)9-12-4-13-15-9/h1-5,17H,(H,12,13,15);C11H7N5O5;289;1.83;4.10;-5.09;24.20;-180
OC(=O)CCCCc1ccc(cc1O)COC(=O)CS;17/000001624;InChI=1S/C14H18O5S/c15-12-7-10(8-19-14(18)9-20)5-6-11(12)3-1-2-4-13(16)17/h5-7,15,20H,1-4,8-9H2,(H,16,17);C14H18O5S;298;2.00;4.34;-5.50;3.58;-60
Oc1c(OC(=O)CO)ccc(c1n1cnnc1)CNC;17/000000186;InChI=1S/C12H14N4O4/c1-13-4-8-2-3-9(20-10(18)5-17)12(19)11(8)16-6-14-15-7-16/h2-3,6-7,13,17,19H,4-5H2,1H3;C12H14N4O4;278;0.77;4.03;-4.81;19.20;-160
OC(=O)CCCCc1c(O)ccc(c1)C[C@H](C)O;17/000001589;InChI=1S/C14H20O4/c1-10(15)8-11-6-7-13(16)12(9-11)4-2-3-5-14(17)18/h6-7,9-10,15-16H,2-5,8H2,1H3,(H,17,18)/t10-/m0/s1;C14H20O4;252;1.74;4.60;-3.34;3.58;-190
Oc1c(OC(=O)c2nnc[nH]2)cccc1/C=C\CN;17/000000979;InChI=1S/C12H12N4O3/c13-6-2-4-8-3-1-5-9(10(8)17)19-12(18)11-14-7-15-16-11/h1-5,7,17H,6,13H2,(H,14,15,16)/b4-2-;C12H12N4O3;260;1.88;4.19;-3.51;3.58;-20
OC(=O)CCCCc1ccc(cc1O)CCC;17/000001140;InChI=1S/C14H20O3/c1-2-5-11-8-9-12(13(15)10-11)6-3-4-7-14(16)17/h8-10,15H,2-7H2,1H3,(H,16,17);C14H20O3;236;2.77;4.03;-3.26;2.22;-40
Oc1c(OC(=O)c2nnn[nH]2)cccc1;17/000000285;InChI=1S/C8H6N4O3/c13-5-3-1-2-4-6(5)15-8(14)7-9-11-12-10-7/h1-4,13H,(H,9,10,11,12);C8H6N4O3;206;0.32;4.12;-0.28;2.22;0
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)Cc1cn[nH]c1;17/000000681;InChI=1S/C13H11N5O3/c19-10-4-8(3-9-5-15-16-6-9)1-2-11(10)21-13(20)12-14-7-17-18-12/h1-2,4-7,19H,3H2,(H,15,16)(H,14,17,18);C13H11N5O3;285;2.60;4.11;-4.51;3.58;-60
Oc1c(OC(=O)C(=O)O)cccc1[C@H](Cc1sccc1)N;17/000001411;InChI=1S/C14H13NO5S/c15-10(7-8-3-2-6-21-8)9-4-1-5-11(12(9)16)20-14(19)13(17)18/h1-6,10,16H,7,15H2,(H,17,18)/t10-/m0/s1;C14H12NO5S;306;0.51;4.64;-3.22;21.50;-170
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)Cn1cnnc1;17/000000785;InChI=1S/C12H10N6O3/c19-9-3-8(4-18-6-15-16-7-18)1-2-10(9)21-12(20)11-13-5-14-17-11/h1-3,5-7,19H,4H2,(H,13,14,17);C12H10N6O3;286;3.20;4.36;-5.07;3.58;-60
Oc1c(OC(=O)c2occc2)cc(cc1)C[NH3+];17/000001204;InChI=1S/C12H11NO4/c13-7-8-3-4-9(14)11(6-8)17-12(15)10-2-1-5-16-10/h1-6,14H,7,13H2/p+1;C12H12NO4;234;0.94;4.32;-2.51;2.22;0
O[P@@H](=O)Oc1ccc(c(c1)CO)c1oc(nc1CC)CF;17/000001631;InChI=1S/C13H15FNO5P/c1-2-11-13(19-12(6-14)15-11)10-4-3-9(20-21(17)18)5-8(10)7-16/h3-5,16,21H,2,6-7H2,1H3,(H,17,18);C13H15NO5PF;315;0.77;4.55;-3.32;22.30;-180
Oc1c(OC(=O)C(=O)O)ccc(c1)CCN;17/000000911;InChI=1S/C10H11NO5/c11-4-3-6-1-2-8(7(12)5-6)16-10(15)9(13)14/h1-2,5,12H,3-4,11H2,(H,13,14);C10H10NO5;224;-0.37;4.27;-4.49;3.58;-20
OC(=O)CCCCc1c(O)ccc(c1)C/C=C/N;17/000001659;InChI=1S/C14H19NO3/c15-9-3-4-11-7-8-13(16)12(10-11)5-1-2-6-14(17)18/h3,7-10,16H,1-2,4-6,15H2,(H,17,18)/b9-3+;C14H19NO3;249;1.84;4.60;-4.02;3.58;-20
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)C(=O)O;17/000001363;InChI=1S/C9H6N4O5/c14-5-3-4(8(15)16)1-2-6(5)18-9(17)7-10-12-13-11-7/h1-3,14H,(H,15,16)(H,10,11,12,13);C9H6N4O5;250;-0.06;4.20;-3.15;2.22;0
Oc1c(OC(=O)C(=O)O)ccc(c1)C/C=C\C;17/000000539;InChI=1S/C12H12O5/c1-2-3-4-8-5-6-10(9(13)7-8)17-12(16)11(14)15/h2-3,5-7,13H,4H2,1H3,(H,14,15)/b3-2-;C12H11O5;235;1.33;4.40;-5.34;3.58;-60
Oc1c(OC(=O)c2nnc([nH]2)CCC)cccc1NC(=O)c1occc1;17/000000983;InChI=1S/C17H16N4O5/c1-2-5-13-19-15(21-20-13)17(24)26-11-7-3-6-10(14(11)22)18-16(23)12-8-4-9-25-12/h3-4,6-9,22H,2,5H2,1H3,(H,18,23)(H,19,20,21);C17H16N4O5;356;2.68;5.46;-1.32;4.94;-60
Oc1c(OC(=O)c2nc(oc2)CC=C)cccc1c1cc[nH]c1;17/000000839;InChI=1S/C17H14N2O4/c1-2-4-15-19-13(10-22-15)17(21)23-14-6-3-5-12(16(14)20)11-7-8-18-9-11/h2-3,5-10,18,20H,1,4H2;C17H14N2O4;310;2.60;5.07;0.89;4.94;-120
Oc1c(OC(=O)c2nc(=O)o[nH]2)cccc1;17/000000011;InChI=1S/C9H6N2O5/c12-5-3-1-2-4-6(5)15-8(13)7-10-9(14)16-11-7/h1-4,12H,(H,10,11,14);C9H6N2O5;222;0.55;4.04;-0.68;2.22;0
Oc1c(OC(=O)c2nnc([nH]2)C)cccc1;17/000000288;InChI=1S/C10H9N3O3/c1-6-11-9(13-12-6)10(15)16-8-5-3-2-4-7(8)14/h2-5,14H,1H3,(H,11,12,13);C10H9N3O3;219;2.39;4.14;-0.08;2.22;-20
Oc1c(OC(=O)c2nnc[nH]2)cccc1;17/000000297;InChI=1S/C9H7N3O3/c13-6-3-1-2-4-7(6)15-9(14)8-10-5-11-12-8/h1-5,13H,(H,10,11,12);C9H7N3O3;205;2.16;4.00;-0.60;2.22;0
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)Cc1oncn1;17/000000685;InChI=1S/C11H8N6O4/c18-7-3-6(4-9-12-5-13-21-9)1-2-8(7)20-11(19)10-14-16-17-15-10/h1-3,5,18H,4H2,(H,14,15,16,17);C11H8N6O4;288;-0.05;4.00;-4.32;3.58;-60
OC(=O)CCCCc1cc(ccc1O)[C@@H](C)NN;17/000001115;InChI=1S/C13H20N2O3/c1-9(15-14)10-6-7-12(16)11(8-10)4-2-3-5-13(17)18/h6-9,15-16H,2-5,14H2,1H3,(H,17,18)/t9-/m1/s1;C13H20N2O3;252;1.35;4.04;-3.12;14.00;-190
Oc1c(OC(=O)c2nnc([nH]2)CCC)ccc(c1)c1nnc[nH]1;17/000000675;InChI=1S/C14H14N6O3/c1-2-3-11-17-13(20-18-11)14(22)23-10-5-4-8(6-9(10)21)12-15-7-16-19-12/h4-7,21H,2-3H2,1H3,(H,15,16,19)(H,17,18,20);C14H14N6O3;314;3.98;4.84;-2.55;24.70;-200
OC(=O)CCCCc1c(O)ccc(c1)C[N@@H+](CC)C;17/000001610;InChI=1S/C15H23NO3/c1-3-16(2)11-12-8-9-14(17)13(10-12)6-4-5-7-15(18)19/h8-10,17H,3-7,11H2,1-2H3,(H,18,19)/p+1;C15H24NO3;266;2.10;4.55;-4.75;3.58;-140
Oc1c(OC(=O)c2nnc[nH]2)cc(cc1N(=O)=O)O;17/000000741;InChI=1S/C9H6N4O6/c14-4-1-5(13(17)18)7(15)6(2-4)19-9(16)8-10-3-11-12-8/h1-3,14-15H,(H,10,11,12);C9H6N4O6;266;1.64;4.49;-2.07;2.35;0
Oc1c(OC(=O)c2n[nH]nc2)ccc(c1N(=O)=O)CC=C;17/000000311;InChI=1S/C12H10N4O5/c1-2-3-7-4-5-9(11(17)10(7)16(19)20)21-12(18)8-6-13-15-14-8/h2,4-6,17H,1,3H2,(H,13,14,15);C12H10N4O5;290;2.72;4.43;-3.49;3.58;-20
Oc1c(OC(=O)c2ncoc2)ccc(c1)CC(=C)NC;17/000000928;InChI=1S/C14H14N2O4/c1-9(15-2)5-10-3-4-13(12(17)6-10)20-14(18)11-7-19-8-16-11/h3-4,6-8,15,17H,1,5H2,2H3;C14H14N2O4;274;1.57;4.06;-3.24;3.58;-60
Oc1c(OC(=O)c2nnc[nH]2)cccc1c1ncncn1;17/000000179;InChI=1S/C12H8N6O3/c19-9-7(10-14-4-13-5-15-10)2-1-3-8(9)21-12(20)11-16-6-17-18-11/h1-6,19H,(H,16,17,18);C12H8N6O3;284;1.06;4.58;-1.16;20.30;-160
Oc1c(OC(=O)c2ncoc2)ccc(c1NC(=O)N)Cl;17/000001225;InChI=1S/C11H8ClN3O5/c12-5-1-2-7(9(16)8(5)15-11(13)18)20-10(17)6-3-19-4-14-6/h1-4,16H,(H3,13,15,18);C11H8N3O5Cl;297;0.27;4.56;-2.78;3.58;0
Oc1c(OC(=O)CO)ccc(c1N(=O)=O)[C@@H](CCl)NCN;17/000001101;InChI=1S/C11H14ClN3O6/c12-3-7(14-5-13)6-1-2-8(21-9(17)4-16)11(18)10(6)15(19)20/h1-2,7,14,16,18H,3-5,13H2/t7-/m1/s1;C11H14N3O6Cl;319;-0.00;4.66;-6.11;20.90;-200
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)SC(S)(F)F;17/000001394;InChI=1S/C10H7F2N3O3S2/c11-10(12,19)20-5-1-2-7(6(16)3-5)18-9(17)8-13-4-14-15-8/h1-4,16,19H,(H,13,14,15);C10H7N3O3S2F2;319;3.54;4.79;-3.80;3.58;-190
Oc1c(OC(=O)c2ncc(o2)C)ccc(c1)c1cc[nH]c1;17/000000610;InChI=1S/C15H12N2O4/c1-9-7-17-14(20-9)15(19)21-13-3-2-10(6-12(13)18)11-4-5-16-8-11/h2-8,16,18H,1H3;C15H12N2O4;284;1.85;4.32;-3.08;3.58;-200
Oc1c(OC(=O)c2nnn[nH]2)cccc1C=S;17/000001295;InChI=1S/C9H6N4O3S/c14-7-5(4-17)2-1-3-6(7)16-9(15)8-10-12-13-11-8/h1-4,14H,(H,10,11,12,13);C9H6N4O3S;250;0.27;4.26;-1.65;2.22;0
Oc1c(OC(=O)C(=O)O)ccc(c1)CCC;17/000000951;InChI=1S/C11H12O5/c1-2-3-7-4-5-9(8(12)6-7)16-11(15)10(13)14/h4-6,12H,2-3H2,1H3,(H,13,14);C11H11O5;223;1.19;4.70;-3.05;3.58;-40
OC(=O)Cc1ccc(c(c1)O)OC(=O)c1ncc(o1)C;17/000000490;InChI=1S/C13H11NO6/c1-7-6-14-12(19-7)13(18)20-10-3-2-8(4-9(10)15)5-11(16)17/h2-4,6,15H,5H2,1H3,(H,16,17);C13H11NO6;277;0.62;4.17;-2.56;2.22;-60
Oc1c(OC(=O)c2nc(oc2)CC=C)ccc(c1c1cc[nH]c1)CC#CC;17/000001231;InChI=1S/C21H18N2O4/c1-3-5-7-14-8-9-17(20(24)19(14)15-10-11-22-12-15)27-21(25)16-13-26-18(23-16)6-4-2/h4,8-13,22,24H,2,6-7H2,1H3;C21H18N2O4;362;3.30;4.99;-2.11;6.45;-180
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)OP(=O)(O)O;17/000000828;InChI=1S/C9H8N3O7P/c13-6-3-5(19-20(15,16)17)1-2-7(6)18-9(14)8-10-4-11-12-8/h1-4,13H,(H,10,11,12)(H2,15,16,17);C9H8N3O7P;301;0.33;4.27;-3.67;23.10;-40
Oc1c(OC(=O)C(=O)O)cccc1[C@H](Cc1sccc1)N;17/000001402;InChI=1S/C14H13NO5S/c15-10(7-8-3-2-6-21-8)9-4-1-5-11(12(9)16)20-14(19)13(17)18/h1-6,10,16H,7,15H2,(H,17,18)/t10-/m0/s1;C14H12NO5S;306;0.51;4.06;-4.31;21.50;-190
