SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary,Dataset
Oc1c(OC(=O)c2nc(oc2)CC=C)c(F)ccc1c1cc[nH]c1,17/000001388,"InChI=1S/C17H13FN2O4/c1-2-3-14-20-13(9-23-14)17(22)24-16-12(18)5-4-11(15(16)21)10-6-7-19-8-10/h2,4-9,19,21H,1,3H2",C17H13N2O4F,328,2.76,5.16,0.72,4.94,-120,3.1989538447139996,1,CONCAT
Oc1c(OC(=O)[C@H]2C=CCC2)cc(cc1N(=O)=O)O,17/000000366,"InChI=1S/C12H11NO6/c14-8-5-9(13(17)18)11(15)10(6-8)19-12(16)7-3-1-2-4-7/h1,3,5-7,14-15H,2,4H2/t7-/m0/s1",C12H11NO6,265,1.4,5.16,-0.32,2.35,-150,3.3952925469882542,1,CONCAT
ONCc1nnc([nH]1)c1nnc([nH]1)C/C=C/C,21/000000021,"InChI=1S/C9H13N7O/c1-2-3-4-6-11-8(15-13-6)9-12-7(5-10-17)14-16-9/h2-3,10,17H,4-5H2,1H3,(H,11,13,15)(H,12,14,16)/b3-2+",C9H13N7O,235,2.49,5.16,10.38,22.4,-100,4.084877884823287,1,CONCAT
Oc1c(OC(=O)c2nnc([nH]2)CCCCN)cccc1C(=O)C,17/000001488,"InChI=1S/C15H18N4O4/c1-9(20)10-5-4-6-11(13(10)21)23-15(22)14-17-12(18-19-14)7-2-3-8-16/h4-6,21H,2-3,7-8,16H2,1H3,(H,17,18,19)",C15H18N4O4,318,2.0,5.15,1.46,5.09,-20,2.8734647729738327,1,CONCAT
Oc1c(OC(=O)c2nnc([nH]2)CCC)cccc1c1cc(=O)cc[nH]1,17/000000553,"InChI=1S/C17H16N4O4/c1-2-4-14-19-16(21-20-14)17(24)25-13-6-3-5-11(15(13)23)12-9-10(22)7-8-18-12/h3,5-9,23H,2,4H2,1H3,(H,18,22)(H,19,20,21)",C17H16N4O4,340,3.37,5.14,-0.27,4.94,-200,3.181048635959959,1,CONCAT
Oc1c(OC(=O)c2nnc([nH]2)CCCCN)ccc(c1)c1ccoc1C,17/000001540,"InChI=1S/C18H20N4O4/c1-11-13(7-9-25-11)12-5-6-15(14(23)10-12)26-18(24)17-20-16(21-22-17)4-2-3-8-19/h5-7,9-10,23H,2-4,8,19H2,1H3,(H,20,21,22)",C18H20N4O4,356,2.94,5.14,-1.3,6.45,-200,3.016531776365948,1,CONCAT
OC(=O)[C@@H](CCCc1ccccc1O)C=C,17/000001642,"InChI=1S/C13H16O3/c1-2-10(13(15)16)7-5-8-11-6-3-4-9-12(11)14/h2-4,6,9-10,14H,1,5,7-8H2,(H,15,16)/t10-/m1/s1",C13H16O3,220,2.32,5.14,1.36,3.58,-150,2.8826008469669926,1,CONCAT
ON[C@H](C(=O)Cc1nnc(s1)C/C=C\C1=CCCC1)c1n[nH]cc1Br,1/000000444,"InChI=1S/C16H18BrN5O2S/c17-11-9-18-21-15(11)16(22-24)12(23)8-14-20-19-13(25-14)7-3-6-10-4-1-2-5-10/h3-4,6,9,16,22,24H,1-2,5,7-8H2,(H,18,21)/b6-3-/t16-/m1/s1",C16H18N5O2SBr,424,2.04,5.14,2.25,3.84,-170,4.479358153249848,1,CONCAT
Oc1c(OC(=O)C(=O)O)ccc(c1C1=CCCC1)C(=O)NC=S,17/000001205,"InChI=1S/C15H13NO6S/c17-12-10(22-15(21)14(19)20)6-5-9(13(18)16-7-23)11(12)8-3-1-2-4-8/h3,5-7,17H,1-2,4H2,(H,19,20)(H,16,18,23)",C15H12NO6S,334,0.42,5.14,-6.06,24.5,-160,3.2396826301166906,1,CONCAT
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1c1csc(c1)Cl)CC[NH3+],17/000000349,"InChI=1S/C15H13ClN4O3S/c16-11-5-9(6-24-11)12-8(3-4-17)1-2-10(13(12)21)23-15(22)14-18-7-19-20-14/h1-2,5-7,21H,3-4,17H2,(H,18,19,20)/p+1",C15H14N4O3SCl,365,2.98,5.13,-4.29,5.09,-160,3.894354523447032,1,CONCAT
Oc1c(OC(=O)c2ncoc2)cc(cc1c1cc[nH]c1)NC=C,17/000000990,"InChI=1S/C16H13N3O4/c1-2-18-11-5-12(10-3-4-17-7-10)15(20)14(6-11)23-16(21)13-8-22-9-19-13/h2-9,17-18,20H,1H2",C16H13N3O4,311,2.03,5.12,-3.37,24.8,-120,3.4107055072395687,1,CONCAT
Oc1c(OC(=O)c2nnn[nH]2)cccc1c1nc(sc1)C,17/000001491,"InChI=1S/C12H9N5O3S/c1-6-13-8(5-21-6)7-3-2-4-9(10(7)18)20-12(19)11-14-16-17-15-11/h2-5,18H,1H3,(H,14,15,16,17)",C12H9N5O3S,303,1.01,5.12,-1.9,3.58,-160,2.962197466586016,1,CONCAT
OC/C(=C\CO)/C=C/c1cc(Br)cc(c1S)ON,15/000000283,"InChI=1S/C12H14BrNO3S/c13-10-5-9(12(18)11(6-10)17-14)2-1-8(7-16)3-4-15/h1-3,5-6,15-16,18H,4,7,14H2/b2-1+,8-3-",C12H14NO3SBr,332,0.9,5.11,-9.03,2.35,-60,3.698131595536656,1,CONCAT
ONC/C=C\C[C@H](Cc1cc(F)ccc1F)O,1/000000899,"InChI=1S/C12H15F2NO2/c13-10-4-5-12(14)9(7-10)8-11(16)3-1-2-6-15-17/h1-2,4-5,7,11,15-17H,3,6,8H2/b2-1-/t11-/m1/s1",C12H15NO2F2,243,2.05,5.11,-2.67,3.58,-150,3.2286707984227627,1,CONCAT
Oc1cc(cc(c1CC/C=C/C[NH3+])N(=O)=O)NC(=O)CCF,17/000001580,"InChI=1S/C14H18FN3O4/c15-6-5-14(20)17-10-8-12(18(21)22)11(13(19)9-10)4-2-1-3-7-16/h1,3,8-9,19H,2,4-7,16H2,(H,17,20)/p+1/b3-1+",C14H19N3O4F,312,1.26,5.11,-2.73,3.58,-120,3.4501964341098343,1,CONCAT
N(CCOC)Cc1nnc([nH]1)[C@@H](n1nc[nH]c1=O)Cl,26/000000023,"InChI=1S/C9H14ClN7O2/c1-19-3-2-11-4-6-14-8(16-15-6)7(10)17-9(18)12-5-13-17/h5,7,11H,2-4H2,1H3,(H,12,13,18)(H,14,15,16)/t7-/m1/s1",C9H14N7O2Cl,287,0.32,5.11,7.54,22.8,-170,4.213593040084902,1,CONCAT
Oc1c(OC(=O)c2nc(oc2)CN)ccc(c1)[C@H](C)O,17/000001533,"InChI=1S/C13H14N2O5/c1-7(16)8-2-3-11(10(17)4-8)20-13(18)9-6-19-12(5-14)15-9/h2-4,6-7,16-17H,5,14H2,1H3/t7-/m0/s1",C13H14N2O5,278,0.12,5.1,-0.57,2.35,-170,3.061619705471637,1,CONCAT
OC(=O)/C=C\Cc1oc(nc1)C(=O)Oc1cccc(c1O)c1coc(c1)C[NH3+],17/000000772,"InChI=1S/C19H16N2O7/c20-8-13-7-11(10-26-13)14-4-2-5-15(17(14)24)28-19(25)18-21-9-12(27-18)3-1-6-16(22)23/h1-2,4-7,9-10,24H,3,8,20H2,(H,22,23)/p+1/b6-1-",C19H17N2O7,385,0.68,5.09,1.6,6.45,-140,3.643573659560424,1,CONCAT
Sc1c(/C=C/C=C/CCCC)cc(cc1ON)Br,15/000000167,"InChI=1S/C14H18BrNOS/c1-2-3-4-5-6-7-8-11-9-12(15)10-13(17-16)14(11)18/h5-10,18H,2-4,16H2,1H3/b6-5+,8-7+",C14H18NOSBr,328,3.8,5.08,-8.6,2.35,-80,3.2678788106072982,1,CONCAT
OC[C@H](n1nc([nH]c1=O)COCC=C)c1nnc[nH]1,26/000000117,"InChI=1S/C10H14N6O3/c1-2-3-19-5-8-13-10(18)16(15-8)7(4-17)9-11-6-12-14-9/h2,6-7,17H,1,3-5H2,(H,11,12,14)(H,13,15,18)/t7-/m0/s1",C10H14N6O3,266,0.2,5.08,11.19,22.5,-150,4.354546886238747,1,CONCAT
Oc1c(OC(=O)c2nc(oc2)CC=C)ccc(c1c1cc[nH]c1)CC(=O)N,17/000001451,"InChI=1S/C19H17N3O5/c1-2-3-16-22-13(10-26-16)19(25)27-14-5-4-11(8-15(20)23)17(18(14)24)12-6-7-21-9-12/h2,4-7,9-10,21,24H,1,3,8H2,(H2,20,23)",C19H17N3O5,367,1.3,5.07,-1.59,6.45,-160,3.2584960023238514,1,CONCAT
Oc1c(OC(=O)c2nc(oc2)CC=C)cccc1c1cc[nH]c1,17/000000839,"InChI=1S/C17H14N2O4/c1-2-4-15-19-13(10-22-15)17(21)23-14-6-3-5-12(16(14)20)11-7-8-18-9-11/h2-3,5-10,18,20H,1,4H2",C17H14N2O4,310,2.6,5.07,0.89,4.94,-120,3.0386278848619455,1,CONCAT
Oc1c(OC(=O)c2nnc([nH]2)C[NH3+])cccc1c1ncncn1,17/000000586,"InChI=1S/C13H11N7O3/c14-4-9-18-12(20-19-9)13(22)23-8-3-1-2-7(10(8)21)11-16-5-15-6-17-11/h1-3,5-6,21H,4,14H2,(H,18,19,20)/p+1",C13H12N7O3,314,0.2,5.07,0.7,22.3,-160,3.6351789338129943,1,CONCAT
Oc1cc(OC(=O)[C@H](CF)O)c(c(c1)N(=O)=O)O,17/000000726,"InChI=1S/C9H8FNO7/c10-3-6(13)9(15)18-7-2-4(12)1-5(8(7)14)11(16)17/h1-2,6,12-14H,3H2/t6-/m0/s1",C9H8NO7F,261,0.58,5.06,-1.05,2.35,-150,3.36447823504548,1,CONCAT
Sc1c(/C=C/C=C/C[C@H](C)O)cc(cc1ON)Br,15/000000092,"InChI=1S/C13H16BrNO2S/c1-9(16)5-3-2-4-6-10-7-11(14)8-12(17-15)13(10)18/h2-4,6-9,16,18H,5,15H2,1H3/b3-2+,6-4+/t9-/m0/s1",C13H16NO2SBr,330,2.41,5.05,-5.48,2.35,-190,3.94619447807297,1,CONCAT
Oc1c(OC(=O)c2nc(oc2)CC=C)ccc(c1c1cc[nH]c1)OCCN,17/000001475,"InChI=1S/C19H19N3O5/c1-2-3-16-22-13(11-26-16)19(24)27-15-5-4-14(25-9-7-20)17(18(15)23)12-6-8-21-10-12/h2,4-6,8,10-11,21,23H,1,3,7,9,20H2",C19H19N3O5,369,1.74,5.05,-0.94,6.45,-160,3.1818244633365227,1,CONCAT
Oc1c(OC(=O)c2nnc([nH]2)CCCCN)cccc1,17/000000327,"InChI=1S/C13H16N4O3/c14-8-4-3-7-11-15-12(17-16-11)13(19)20-10-6-2-1-5-9(10)18/h1-2,5-6,18H,3-4,7-8,14H2,(H,15,16,17)",C13H16N4O3,276,2.16,5.05,2.59,5.09,0,2.771165188103989,1,CONCAT
Sc1nnc([nH]1)[C@H](CCCc1ccccc1)N,1/000001116,"InChI=1S/C12H16N4S/c13-10(11-14-12(17)16-15-11)8-4-7-9-5-2-1-3-6-9/h1-3,5-6,10H,4,7-8,13H2,(H2,14,15,16,17)/t10-/m0/s1",C12H16N4S,248,3.26,5.05,4.2,3.72,-150,3.2273734204208253,1,CONCAT
Oc1c(OC(=O)c2nnc([nH]2)CCC)cccc1N1C=NOC1,17/000000338,"InChI=1S/C14H15N5O4/c1-2-4-11-16-13(18-17-11)14(21)23-10-6-3-5-9(12(10)20)19-7-15-22-8-19/h3,5-7,20H,2,4,8H2,1H3,(H,16,17,18)",C14H15N5O4,317,3.73,5.04,-0.32,23.8,-140,3.713357255491316,1,CONCAT
Oc1cc(OC(=O)c2nnn[nH]2)c(c(c1)C(=O)[C@@H](CC)O)O,17/000001382,"InChI=1S/C12H12N4O6/c1-2-7(18)9(19)6-3-5(17)4-8(10(6)20)22-12(21)11-13-15-16-14-11/h3-4,7,17-18,20H,2H2,1H3,(H,13,14,15,16)/t7-/m1/s1",C12H12N4O6,308,-0.4,5.04,-2.51,5.09,-190,3.678951043490731,1,CONCAT
OC(=O)[C@H](C(=O)Oc1ccccc1O)O,17/000000106,"InChI=1S/C9H8O6/c10-5-3-1-2-4-6(5)15-9(14)7(11)8(12)13/h1-4,7,10-11H,(H,12,13)/t7-/m1/s1",C9H8O6,212,-0.39,5.04,0.42,2.22,-150,2.774720035877122,1,CONCAT
Oc1c(OC(=O)C(=O)O)ccc(c1)[C@H](CC)c1scnc1,17/000001379,"InChI=1S/C14H13NO5S/c1-2-9(12-6-15-7-21-12)8-3-4-11(10(16)5-8)20-14(19)13(17)18/h3-7,9,16H,2H2,1H3,(H,17,18)/t9-/m0/s1",C14H12NO5S,306,0.88,5.04,-5.82,22.1,-190,3.3529321024921117,1,CONCAT
Oc1c(OC(=O)c2occc2)cc(cc1)[C@H](C[NH3+])[NH3+],17/000000474,"InChI=1S/C13H14N2O4/c14-7-9(15)8-3-4-10(16)12(6-8)19-13(17)11-2-1-5-18-11/h1-6,9,16H,7,14-15H2/p+2/t9-/m0/s1",C13H16N2O4,264,0.27,5.04,-3.94,17.6,-170,3.8434405485512766,1,CONCAT
Oc1c(OC(=O)c2nnc([nH]2)CCC)ccc(c1)Cc1nnc[nH]1,17/000000416,"InChI=1S/C15H16N6O3/c1-2-3-12-18-14(21-20-12)15(23)24-11-5-4-9(6-10(11)22)7-13-16-8-17-19-13/h4-6,8,22H,2-3,7H2,1H3,(H,16,17,19)(H,18,20,21)",C15H16N6O3,328,3.8,5.04,-1.84,4.94,-60,3.3695585564983803,1,CONCAT
Sc1c(/C=C/[C@@H]2C=CC[NH2+]2)cc(cc1ON)Br,15/000000062,"InChI=1S/C12H13BrN2OS/c13-9-6-8(12(17)11(7-9)16-14)3-4-10-2-1-5-15-10/h1-4,6-7,10,15,17H,5,14H2/p+1/b4-3+/t10-/m0/s1",C12H14N2OSBr,314,2.1,5.03,-6.34,2.35,-150,5.049956191221453,1,CONCAT
OC(=O)Cc1nc2ncoc2c(c1)OCc1ncc(nc1)C/C=C/C,24/000000003,"InChI=1S/C17H16N4O4/c1-2-3-4-11-7-19-13(8-18-11)9-24-14-5-12(6-15(22)23)21-17-16(14)25-10-20-17/h2-3,5,7-8,10H,4,6,9H2,1H3,(H,22,23)/b3-2+",C17H15N4O4,339,0.07,5.03,0.56,22.0,-80,3.3489627746381805,1,CONCAT
Oc1c(OC(=O)c2nnc[nH]2)cccc1c1scc(n1)C,17/000000173,"InChI=1S/C13H10N4O3S/c1-7-5-21-12(16-7)8-3-2-4-9(10(8)18)20-13(19)11-14-6-15-17-11/h2-6,18H,1H3,(H,14,15,17)",C13H10N4O3S,302,2.82,5.03,-1.7,25.0,-140,3.052945158893708,1,CONCAT
OC(=O)CC(=O)Oc1cc(cc(c1O)C=C(C)C)Cc1nocn1,17/000000122,"InChI=1S/C16H16N2O6/c1-9(2)3-11-4-10(6-13-17-8-23-18-13)5-12(16(11)22)24-15(21)7-14(19)20/h3-5,8,22H,6-7H2,1-2H3,(H,19,20)",C16H16N2O6,332,1.23,5.03,-6.03,25.0,-140,3.116023713080928,1,CONCAT
Oc1ccc(cc1)Cc1oc(cc1)CC(=O)C1=NNC(=O)/C/1=C\CO,1/000000644,"InChI=1S/C18H16N2O5/c21-8-7-15-17(19-20-18(15)24)16(23)10-14-6-5-13(25-14)9-11-1-3-12(22)4-2-11/h1-7,21-22H,8-10H2,(H,20,24)/b15-7-",C18H16N2O5,340,1.08,5.02,1.23,3.84,-20,3.1455498277259384,1,CONCAT
Oc1c(OC(=O)c2snnc2)cc(cc1)[C@@H]([NH3+])C,17/000000397,"InChI=1S/C11H11N3O3S/c1-6(12)7-2-3-8(15)9(4-7)17-11(16)10-5-13-14-18-10/h2-6,15H,12H2,1H3/p+1/t6-/m0/s1",C11H12N3O3S,266,1.82,5.02,-2.86,20.3,-170,3.7558089584497343,1,CONCAT
Sc1c(/C=C/C(=C/CS(=O)=O)/CO)cc(cc1ON)Br,15/000000285,"InChI=1S/C12H14BrNO4S2/c13-10-5-9(12(19)11(6-10)18-14)2-1-8(7-15)3-4-20(16)17/h1-3,5-6,15,19-20H,4,7,14H2/b2-1+,8-3-",C12H14NO4S2Br,380,0.7,5.02,-10.11,2.35,-60,4.293641436417079,1,CONCAT
Oc1ccc(cc1CCN)CCc1[nH]cc(c1)c1oc(nc1)/C=C\NC,4/000000011,"InChI=1S/C20H24N4O2/c1-22-9-7-20-24-13-19(26-20)16-11-17(23-12-16)4-2-14-3-5-18(25)15(10-14)6-8-21/h3,5,7,9-13,22-23,25H,2,4,6,8,21H2,1H3/b9-7-",C20H24N4O2,352,1.57,5.01,-2.1,5.09,-160,3.3585901048482754,1,CONCAT
OCC#Cc1ncc([nH]1)c1nnc([nH]1)C/C=C/CO,21/000000015,"InChI=1S/C12H13N5O2/c18-6-2-1-4-11-15-12(17-16-11)9-8-13-10(14-9)5-3-7-19/h1-2,8,18-19H,4,6-7H2,(H,13,14)(H,15,16,17)/b2-1+",C12H13N5O2,259,0.76,5.01,8.87,24.8,-80,3.951227684783259,1,CONCAT
Oc1c(OC(=O)C(=O)O)cccc1C1=CCON1,17/000000776,"InChI=1S/C11H9NO6/c13-9-6(7-4-5-17-12-7)2-1-3-8(9)18-11(16)10(14)15/h1-4,12-13H,5H2,(H,14,15)",C11H8NO6,250,0.88,5.0,-2.44,3.58,-120,3.251039118299608,1,CONCAT
OCc1cc(cc2c1s/c(=C/CN)/[nH]2)Cc1nocc1,30/000000047,"InChI=1S/C14H15N3O2S/c15-3-1-13-16-12-7-9(6-11-2-4-19-17-11)5-10(8-18)14(12)20-13/h1-2,4-5,7,16,18H,3,6,8,15H2/b13-1+",C14H15N3O2S,289,1.48,5.0,-5.93,20.7,-100,3.733613142871543,1,CONCAT
Oc1c(OC(=O)c2nnc[nH]2)cccc1C[C@H](c1ocnc1)F,17/000001345,"InChI=1S/C14H11FN4O4/c15-9(11-5-16-7-22-11)4-8-2-1-3-10(12(8)20)23-14(21)13-17-6-18-19-13/h1-3,5-7,9,20H,4H2,(H,17,18,19)/t9-/m1/s1",C14H11N4O4F,318,2.06,4.99,-1.23,3.58,-150,3.9115980886484376,1,CONCAT
Sc1c(/C=C/C=C/[C@H]2N=CNC2=O)cc(cc1ON)Br,15/000000147,"InChI=1S/C13H12BrN3O2S/c14-9-5-8(12(20)11(6-9)19-15)3-1-2-4-10-13(18)17-7-16-10/h1-7,10,20H,15H2,(H,16,17,18)/b3-1+,4-2+/t10-/m1/s1",C13H12N3O2SBr,354,1.34,4.99,-7.0,2.35,-190,4.4958619981789285,1,CONCAT
Oc1c(OC(=O)C(=O)O)ccc(c1c1sccn1)CCC,17/000001365,"InChI=1S/C14H13NO5S/c1-2-3-8-4-5-9(20-14(19)13(17)18)11(16)10(8)12-15-6-7-21-12/h4-7,16H,2-3H2,1H3,(H,17,18)",C14H12NO5S,306,1.3,4.99,-5.13,22.1,-140,2.724081816718641,1,CONCAT
OC(=O)CCCCc1c(O)ccc(c1)[C@@H](CC[C@@H]1NC=CN1)NN,17/000001651,"InChI=1S/C17H26N4O3/c18-21-14(6-8-16-19-9-10-20-16)12-5-7-15(22)13(11-12)3-1-2-4-17(23)24/h5,7,9-11,14,16,19-22H,1-4,6,8,18H2,(H,23,24)/t14-/m1/s1",C17H25N4O3,333,1.95,4.99,-1.18,5.09,-150,3.715587232375441,1,CONCAT
Oc1c(OC(=O)c2nnc([nH]2)CCC)ccc(c1)c1nnc[nH]1,17/000000676,"InChI=1S/C14H14N6O3/c1-2-3-11-17-13(20-18-11)14(22)23-10-5-4-8(6-9(10)21)12-15-7-16-19-12/h4-7,21H,2-3H2,1H3,(H,15,16,19)(H,17,18,20)",C14H14N6O3,314,3.98,4.99,-2.84,24.7,-200,3.3700397729738336,1,CONCAT
C#C[C@H](c1ccc(c(c1C(=O)NN)O)OC(=O)c1nnc[nH]1)N,17/000001081,"InChI=1S/C13H12N6O4/c1-2-7(14)6-3-4-8(10(20)9(6)12(21)18-15)23-13(22)11-16-5-17-19-11/h1,3-5,7,20H,14-15H2,(H,18,21)(H,16,17,19)/t7-/m1/s1",C13H12N6O4,316,-0.18,4.98,-3.41,3.58,-190,4.065102184552534,1,CONCAT
Oc1nc(nc2c1nn[nH]2)[C@@H](CS)c1nnc[nH]1,28/000000068,"InChI=1S/C8H8N8OS/c17-8-4-7(15-16-13-4)11-6(12-8)3(1-18)5-9-2-10-14-5/h2-3,18H,1H2,(H,9,10,14)(H2,11,12,13,15,16,17)/t3-/m0/s1",C8H8N8OS,264,1.24,4.98,-2.45,22.5,-190,4.752762283893522,1,CONCAT
S[C@@H](c1nnc[nH]1)C#CC/C=C\CCNN,21/000000012,"InChI=1S/C10H15N5S/c11-13-7-5-3-1-2-4-6-9(16)10-12-8-14-15-10/h1,3,8-9,13,16H,2,5,7,11H2,(H,12,14,15)/b3-1-/t9-/m1/s1",C10H15N5S,237,1.44,4.98,10.1,20.7,-150,4.9332100746957845,1,CONCAT
Oc1c(OC(=O)C(=O)O)ccc(c1)[C@H](CN)C1=CCC=C1,17/000001274,"InChI=1S/C15H15NO5/c16-8-11(9-3-1-2-4-9)10-5-6-13(12(17)7-10)21-15(20)14(18)19/h1,3-7,11,17H,2,8,16H2,(H,18,19)/t11-/m1/s1",C15H14NO5,288,0.04,4.98,-5.85,19.6,-150,3.5826684420146577,1,CONCAT
Sc1c(/C=C/C=C/[C@H](C)F)cc(cc1ON)Br,15/000000158,"InChI=1S/C12H13BrFNOS/c1-8(14)4-2-3-5-9-6-10(13)7-11(16-15)12(9)17/h2-8,17H,15H2,1H3/b4-2+,5-3+/t8-/m0/s1",C12H13NOSFBr,318,3.23,4.98,-5.42,2.35,-170,4.179724167810083,1,CONCAT
C=C(CCc1ccccc1C(=O)O)C/C=C/[C@@H]1C(=O)NCCN1,27/000000013,"InChI=1S/C18H22N2O3/c1-13(5-4-8-16-17(21)20-12-11-19-16)9-10-14-6-2-3-7-15(14)18(22)23/h2-4,6-8,16,19H,1,5,9-12H2,(H,20,21)(H,22,23)/b8-4+/t16-/m1/s1",C18H21N2O3,313,0.74,4.98,3.12,3.58,-150,3.5929884060233697,1,CONCAT
Sc1c(/C=C/C=C/[C@@H](CBr)O)cc(cc1ON)Br,15/000000205,"InChI=1S/C12H13Br2NO2S/c13-7-10(16)4-2-1-3-8-5-9(14)6-11(17-15)12(8)18/h1-6,10,16,18H,7,15H2/b3-1+,4-2+/t10-/m0/s1",C12H13NO2SBr2,395,3.0,4.97,-6.32,2.35,-190,4.181593222185999,1,CONCAT
Oc1c(OC(=O)c2nnc([nH]2)CCC)cccc1c1occn1,17/000001033,"InChI=1S/C15H14N4O4/c1-2-4-11-17-13(19-18-11)15(21)23-10-6-3-5-9(12(10)20)14-16-7-8-22-14/h3,5-8,20H,2,4H2,1H3,(H,17,18,19)",C15H14N4O4,314,2.79,4.97,0.3,24.9,-140,3.158050961785023,1,CONCAT
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1c1cnsc1)CC[NH3+],17/000000601,"InChI=1S/C14H13N5O3S/c15-4-3-8-1-2-10(22-14(21)13-16-7-17-19-13)12(20)11(8)9-5-18-23-6-9/h1-2,5-7,20H,3-4,15H2,(H,16,17,19)/p+1",C14H14N5O3S,332,2.27,4.97,-3.73,5.09,-160,4.055063549197611,1,CONCAT
Oc1c(OC(=O)c2nnc([nH]2)CCC)ccc(c1)C(F)F,17/000000806,"InChI=1S/C13H13F2N3O3/c1-2-3-10-16-12(18-17-10)13(20)21-9-5-4-7(11(14)15)6-8(9)19/h4-6,11,19H,2-3H2,1H3,(H,16,17,18)",C13H13N3O3F2,297,3.47,4.97,-0.28,23.5,-190,3.0320083419175807,1,CONCAT
OC(=O)c1c(S)cccc1COC(=O)[C@H](/C=C/c1csc(c1)Cl)NC=C,12/000000104,"InChI=1S/C18H16ClNO4S2/c1-2-20-13(7-6-11-8-15(19)26-10-11)18(23)24-9-12-4-3-5-14(25)16(12)17(21)22/h2-8,10,13,20,25H,1,9H2,(H,21,22)/b7-6+/t13-/m0/s1",C18H16NO4S2Cl,409,3.74,4.96,0.05,4.94,-190,3.958497944998404,1,CONCAT
OC(=O)/C=C/Cc1ccc(c(c1)O)OC(=O)c1snnc1,17/000000355,"InChI=1S/C13H10N2O5S/c16-9-6-8(2-1-3-12(17)18)4-5-10(9)20-13(19)11-7-14-15-21-11/h1,3-7,16H,2H2,(H,17,18)/b3-1+",C13H10N2O5S,306,2.2,4.96,-4.42,3.58,-60,2.881558874669457,1,CONCAT
Oc1c(OC(=O)c2nnc[nH]2)cc(cc1N(=O)=O)CON,17/000001074,"InChI=1S/C10H9N5O6/c11-20-3-5-1-6(15(18)19)8(16)7(2-5)21-10(17)9-12-4-13-14-9/h1-2,4,16H,3,11H2,(H,12,13,14)",C10H9N5O6,295,0.73,4.96,-4.19,3.85,-20,3.258244946692116,1,CONCAT
Oc1c(OC(=O)c2nnn[nH]2)cccc1c1sccc1,17/000001441,"InChI=1S/C12H8N4O3S/c17-10-7(9-5-2-6-20-9)3-1-4-8(10)19-12(18)11-13-15-16-14-11/h1-6,17H,(H,13,14,15,16)",C12H8N4O3S,288,1.29,4.96,-1.59,3.58,-120,2.846652400165974,1,CONCAT
OC[C@H]([NH3+])c1onc(n1)C/C=C/Cc1ncnc(n1)/C=C\CCCI,22/000000020,"InChI=1S/C16H21IN6O2/c17-9-5-1-2-6-13-19-11-20-14(21-13)7-3-4-8-15-22-16(25-23-15)12(18)10-24/h2-4,6,11-12,24H,1,5,7-10,18H2/p+1/b4-3+,6-2-/t12-/m0/s1",C16H22N6O2I,457,0.61,4.96,9.61,7.96,-150,4.67868507632677,1,CONCAT
Oc1c(OC(=O)c2nc(oc2)C[NH3+])ccc(c1)[C@H](C)O,17/000001317,"InChI=1S/C13H14N2O5/c1-7(16)8-2-3-11(10(17)4-8)20-13(18)9-6-19-12(5-14)15-9/h2-4,6-7,16-17H,5,14H2,1H3/p+1/t7-/m0/s1",C13H15N2O5,279,0.12,4.96,-0.07,2.35,-170,3.5489413837933137,1,CONCAT
c1cc(OS(=O)=O)c2c(c1)s/c(=C/[C@@H]1NC(=O)C1)/[nH]2,30/000000006,"InChI=1S/C11H10N2O4S2/c14-9-4-6(12-9)5-10-13-11-7(17-19(15)16)2-1-3-8(11)18-10/h1-3,5-6,13,19H,4H2,(H,12,14)/b10-5+/t6-/m1/s1",C11H10N2O4S2,298,0.87,4.96,0.9,21.4,-190,4.483221680626749,1,CONCAT
Sc1c(/C=C/C=C/COc2cncnc2)cc(cc1ON)Br,15/000000249,"InChI=1S/C15H14BrN3O2S/c16-12-6-11(15(22)14(7-12)21-17)4-2-1-3-5-20-13-8-18-10-19-9-13/h1-4,6-10,22H,5,17H2/b3-1+,4-2+",C15H14N3O2SBr,380,1.94,4.95,-7.51,3.7,-60,3.3830398407032405,1,CONCAT
N1N=C(/C(=C/CN)/C1=O)COC(=O)C/C(=C/c1ccc(cc1Cl)Cl)/C,1/000000962,"InChI=1S/C17H17Cl2N3O3/c1-10(6-11-2-3-12(18)8-14(11)19)7-16(23)25-9-15-13(4-5-20)17(24)22-21-15/h2-4,6,8H,5,7,9,20H2,1H3,(H,22,24)/b10-6+,13-4-",C17H17N3O3Cl2,381,2.75,4.94,2.38,5.09,-40,3.3575315037351707,1,CONCAT
Sc1c(/C=C/[C@H]2N=CCC2)cc(cc1ON)Br,15/000000035,"InChI=1S/C12H13BrN2OS/c13-9-6-8(12(17)11(7-9)16-14)3-4-10-2-1-5-15-10/h3-7,10,17H,1-2,14H2/b4-3+/t10-/m0/s1",C12H13N2OSBr,313,2.41,4.94,-9.22,2.35,-190,4.4560254219906845,1,CONCAT
